,Attribute,ChildDeps,ChildPOS,ChildWords,Class,ParentDeps,ParentPOS,ParentWords,Sentence
145,years,"[u'dep', u'det', u'ccomp', u'case']","[u'RB', u'DT', u'VB', u'IN']","[u'hopefully', u'this', u'last', u'for']",0,[u'nmod'],[u'VB'],[u'last'],hopefully this battery can last me for years
146,slot,"[u'cop', u'compound', u'nmod', u'compound']","[u'VBP', u'NN', u'NN', u'NN']","[u'are', u'screen', u'sd', u'hdmi']",0,"[u'acl:relcl', u'compound', u'compound', u'compound', u'conj']","[u'NNS', u'NN', u'NN', u'NN', u'NN']","[u'pros', u'size', u'sd', u'sd', u'sd']",overall the biggest pros are screen size in laptoptablet battery life sd and hdmi slot solid constructionthe above pros are why we did not go with a standard tablet
147,user,"[u'mark', u'nsubj', u'cop', u'det', u'amod', u'compound', u'nmod', u'acl:relcl']","[u'IN', u'PRP', u'VBP', u'DT', u'JJ', u'NN', u'PRP', u'DT']","[u'if', u'you', u'are', u'a', u'regular', u'pc', u'us', u'this']",0,[],[],[],if you are a regular pc user like of us are this is all you need
148,operating,"[u'mark', u'nsubj', u'cop', u'neg', u'det', u'amod', u'compound']","[u'IN', u'PRP', u'VBZ', u'RB', u'DT', u'JJ', u'NN']","[u'since', u'it', u'is', u'not', u'a', u'regular', u'operating']",0,"[u'advcl', u'compound']","[u'VBN', u'NN']","[u'updated', u'system']",it does not need to be updated or maintained since it is not a regular operating system
149,user,"[u'det', u'amod']","[u'DT', u'JJ']","[u'a', u'regular']",0,[u'nsubj'],[u'PRP'],[u'you'],are you a regular user
150,included,"[u'nsubjpass', u'auxpass', u'advcl']","[u'NN', u'VBZ', u'VBG']","[u'brick', u'is', u'charging']",0,"[u'ccomp', u'compound']","[u'VB', u'NN']","[u'lastly', u'brick']",lastly a power brick is included for charging the device
151,usage,[u'case'],[u'IN'],[u'of'],0,[u'nmod'],[u'NNS'],[u'weeks'],the second laptop worked well out of the box but driverfirmware issues seem to plague the device after a few weeks of usage
152,product,[u'nmod:poss'],[u'PRP$'],[u'your'],0,[u'dobj'],[u'VB'],[u'repair'],samsung will find any reason or excuse not to repair your product
153,screen,[],[],[],0,[u'compound'],[u'NN'],[u'pc'],one day he turned the laptop back again and received the following blue screen error message recoveryyour pc needs to be repairedthe boot configuration data file is missing some required information
154,description,"[u'det', u'acl:relcl']","[u'DT', u'VB']","[u'the', u'say']",0,[u'conj'],[u'DT'],[u'this'],ordered this refurbished from the amazon warehouse and the description did say damage on the bottom outside of the laptop
155,,[],[],[],0,[],[],[],dell support advised to send it in to them and they will have it back within a few weeks
156,display,"[u'nsubj', u'advmod', u'xcomp']","[u'NN', u'RB', u'JJ']","[u'couldnt', u'actually', u'yellow']",0,[u'conj'],[u'VBD'],[u'had'],explaining that its the same yellow they always had but this laptop couldnt actually display yellow was daunting
157,installed,"[u'nsubj', u'dobj']","[u'NN', u'NN']","[u'ad', u'knight']",0,[u'ccomp'],[u'VBD'],[u'joined'],i joined steam ad installed hollow knight and its been a blast all the way
158,,[],[],[],0,[],[],[],i spent for day shipping and it arrived in less than hours after ordering
159,year,[],[],[],0,[u'nmod:tmod'],[u'VBD'],[u'lasted'],beware this lasted me for less than one year
160,battery,[],[],[],0,[u'nsubj'],[u'VB'],[u'hold'],battery can just hold less than three hours
161,power,[],[],[],0,[u'compound'],[u'NN'],[u'cord'],update after owning this chromebook for months ive already replaced the power cord and last night the when opening the lid the hinges broke off the motherboard inside the machine
162,computer,[],[],[],0,[u'compound'],[u'NNS'],[u'companies'],he has taken it to two separate computer repair companies at a cost of several hundred dollars to try to get it to run properly
163,year,[],[],[],0,[u'nmod:tmod'],[u'VBD'],[u'broke'],the hinge broke after less than a year
164,battery,[],[],[],0,[u'compound'],[u'NN'],[u'level'],went to use it this morning and it is at the same battery level prior to charging
165,computer,[u'det'],[u'DT'],[u'the'],0,[u'nsubj'],[u'VBZ'],[u'starts'],the computer starts in less than seconds and apps launch instantaneously
166,hardware,"[u'amod', u'det']","[u'JJ', u'DT']","[u'overall', u'the']",0,[u'nsubj'],[u'VBZ'],[u'seems'],overall the hardware seems solid
167,years,"[u'case', u'amod', u'amod']","[u'IN', u'JJ', u'JJ']","[u'in', u'last', u'few']",0,[u'nmod'],[u'VBN'],[u'happened'],trust me now it has happened twice with me in last few years
168,computer,"[u'case', u'nmod:poss', u'nmod', u'det', u'acl', u'det']","[u'IN', u'PRP$', u'NN', u'DT', u'VB', u'DT']","[u'of', u'my', u'time', u'the', u'see', u'the']",0,"[u'nmod', u'nsubj', u'nmod:npmod']","[u'NN', u'VBZ', u'RB']","[u'reset', u'turns', u'no']",i even did a reset of my computer to the time i opened the package to see if that would work no the computer turns off not goes to sleep but turns itself off whenever it wants to and then takes forever to turn back on
169,year,"[u'det', u'cc', u'conj']","[u'DT', u'CC', u'NN']","[u'a', u'and', u'ive']",0,[u'nsubj'],[u'VBD'],[u'had'],edit its been less than a year and ive had to send the laptop in again
170,screen,[u'det'],[u'DT'],[u'the'],0,[u'nsubj'],[u'VBD'],[u'started'],last month the screen started to flicker and stripes appear in the middle
171,numbers,[u'amod'],[u'JJ'],[u'financial'],0,[u'dobj'],[u'VBG'],[u'entering'],this is a big deal when entering financial numbers
172,computer,[],[],[],0,[u'compound'],[u'NN'],[u'cant'],now a few months later the computer cant handle anything
173,year,[u'amod'],[u'JJ'],[u'last'],0,[u'nmod:tmod'],[u'VBD'],[u'built'],i built a windows desktop last year my work provides windows laptops
174,warranty,"[u'case', u'amod']","[u'IN', u'JJ']","[u'with', u'dell']",0,[u'nmod'],[u'VBD'],[u'spent'],for each issue i spent no less than hours on the phone with dell warranty
175,price,"[u'case', u'det']","[u'IN', u'DT']","[u'for', u'the']",0,[u'conj'],[u'NN'],[u'second'],intermittent video driver crashes that self correct in a second or two but for the price a solid work from anywhere laptop
176,screen,"[u'det', u'compound']","[u'DT', u'NN']","[u'a', u'fhd']",1,[u'dobj'],[u'VB'],[u'have'],it would be nice to have a fhd screen
177,years,[],[],[],0,[u'conj'],[u'IN'],[u'about'],this will last you for about or years minimum if you take care of it
178,year,"[u'mark', u'cop', u'nmod:tmod', u'det']","[u'TO', u'VB', u'NN', u'DT']","[u'to', u'be', u'year', u'this']",1,"[u'xcomp', u'nmod:tmod']","[u'VBG', u'JJ']","[u'suppose', u'available']",vlc app which plays any format is suppose to be available this year hopefully
179,power,[],[],[],0,"[u'compound', u'compound']","[u'NN', u'NN']","[u'cord', u'cord']",the power cord is a joke my electrical outlet is on the floor and i have a regular height desk if i dont place the tablet at the edge of the desk the power cord will not reach to charge
180,,[],[],[],0,[],[],[],overall with the specs it has and the form factorweight its a very solid buy in my book
181,harddrive,[],[],[],0,[u'compound'],[u'NN'],[u'bay'],it is unclear where this screw came from but it appears to be missing from the heatsinks tiedown or harddrive bay
182,screen,"[u'det', u'nmod']","[u'DT', u'NN']","[u'the', u'laptop']",0,[u'nsubj'],[u'VB'],[u'update'],update after using less than one month the screen of the laptop cracked without being dropped
183,screen,[u'det'],[u'DT'],[u'the'],0,[u'nsubj'],[u'VBZ'],[u'flexes'],in the middle where there are no hinges the rubber area where the windows button is and the bezel above i found that the screen flexes when pressed from the inside or the outside of the laptop
184,screen,"[u'det', u'acl:relcl', u'det']","[u'DT', u'VBZ', u'DT']","[u'the', u'goes', u'the']",0,"[u'dobj', u'nsubj']","[u'VB', u'VBZ']","[u'detaching', u'gets']",when detaching the screen the device goes into tablet mode automatically and goes back into regular desktop mode when the screen gets re attached
185,computer,"[u'nsubj', u'aux', u'case', u'det']","[u'FW', u'VBP', u'IN', u'DT']","[u'i', u'have', u'on', u'this']",0,[u'acl:relcl'],[u'NN'],[u'software'],just hope the next one last longer as i now have to download all of the software i have on this computer
186,speed,[],[],[],0,[u'compound'],[u'NN'],[u'shipping'],i ordered at pm and it shipped at pm same day and got it within days with middle speed shipping
187,card,"[u'det', u'compound', u'compound']","[u'DT', u'NN', u'NN']","[u'the', u'gb', u'nvidia']",0,[u'nsubj'],[u'VB'],[u'run'],the gb nvidia card will run up to x for external monitors via its several digital video connectors
188,price,"[u'det', u'amod', u'acl:relcl', u'nsubj', u'cop', u'advmod', u'det', u'acl:relcl']","[u'DT', u'JJ', u'NN', u'PRP', u'VBZ', u'RB', u'DT', u'VBZ']","[u'the', u'same', u'price', u'it', u'is', u'double', u'the', u'puts']",0,"[u'dobj', u'acl:relcl']","[u'VB', u'NN']","[u'buy', u'product']",now if i want to buy the same product it is nearly double the price which puts it above my budget
189,price,"[u'det', u'cc', u'conj']","[u'DT', u'CC', u'NN']","[u'the', u'and', u'company']",0,[u'nsubj'],[u'VBZ'],[u'has'],couldnt beat the price and my company has a deal with microsoft so im all set up for less than
190,battery,"[u'det', u'compound']","[u'DT', u'NN']","[u'the', u'battery']",0,"[u'nsubj', u'compound']","[u'CD', u'NN']","[u'desired', u'life']",the battery life is less than desired
191,year,[u'amod'],[u'JJ'],[u'last'],0,[u'nmod:tmod'],[u'VBD'],[u'got'],this toshiba is to replace a crappy samsung chromebook i got last year
192,computer,[u'det'],[u'DT'],[u'the'],0,"[u'dobj', u'compound']","[u'VBG', u'NN']","[u'starting', u'froze']",on the second day of useage starting the computer from a shutdown computer froze
193,card,[],[],[],0,[u'compound'],[u'NNS'],[u'needles'],but one morning i woke up to a message saying chrome os is missing or damaged so i followed the steps to recover the os bought a gig samsung sd card needles to say it didnt work
194,computer,"[u'det', u'nmod']","[u'DT', u'DT']","[u'this', u'a']",0,[u'dobj'],[u'VBD'],[u'had'],ive had this computer for less than a week
195,battery,"[u'det', u'nmod']","[u'DT', u'NNS']","[u'the', u'asus']",0,[u'nsubj'],[u'VBP'],[u'last'],the battery on this asus last forever
196,years,[u'det'],[u'DT'],[u'a'],1,[u'nmod:tmod'],[u'VBP'],[u'last'],i heard that heat eventually damages the laptop so i did ended up turning the settings down to low on all games i thought that low settings were super bad but they really arent bad imo just so the laptop wouldnt get as hot and hopefully it last me a years
197,computer,"[u'case', u'det', u'amod', u'acl:relcl']","[u'IN', u'DT', u'JJ', u'VBN']","[u'with', u'any', u'regular', u'connected']",0,[u'nmod'],[u'NN'],[u'home'],to print you will need a cloud printer or be in a home with any regular computer that is connected to a regular printer
198,year,"[u'nsubj', u'det', u'aux', u'neg', u'advmod', u'amod', u'nummod']","[u'NN', u'DT', u'VBD', u'RB', u'RB', u'JJ', u'CD']","[u'product', u'this', u'did', u'not', u'even', u'last', u'one']",0,[u'nsubj'],[u'NN'],[u'year'],this product did not even last one year
199,screen,[],[],[],0,[u'compound'],[u'NNS'],[u'repairs'],the repair facility would decrease screen repairs to but it didnt feel worth it to keep this chromebook with this overall issue
200,product,"[u'mark', u'cop', u'det', u'amod', u'compound', u'acl:relcl']","[u'IN', u'VBZ', u'DT', u'JJ', u'NN', u'NN']","[u'that', u'is', u'the', u'last', u'hp', u'house']",0,[u'ccomp'],[u'VBD'],[u'told'],my husband was livid and told them that is the last hp product we have in this house
201,years,"[u'case', u'det', u'amod']","[u'IN', u'DT', u'JJ']","[u'for', u'a', u'few']",1,[u'nmod'],[u'JJ'],[u'good'],then i am good for a few years hopefully
202,system,"[u'compound', u'case', u'nmod:poss']","[u'NN', u'IN', u'PRP$']","[u'battery', u'for', u'my']",0,"[u'nsubj', u'compound', u'nmod']","[u'CD', u'NN', u'CD']","[u'hr', u'life', u'hr']",battery life is less than hr for my system dell support says depending on use
203,years,"[u'case', u'advmod']","[u'IN', u'RB']","[u'for', u'almost']",0,[u'nmod'],[u'NN'],[u'desktop'],have the same mac desktop for almost years and have had less problems with it then i had with this in three months
204,,[],[],[],0,[],[],[],over the next few days i will continue to install and work with some aps and games and programs and see how it holds up
205,computer,[u'det'],[u'DT'],[u'the'],0,[u'nsubj'],[u'VBD'],[u'seemed'],the computer seemed to work for about a week when i got it back but then it started to have the same issues
206,year,"[u'nsubj', u'cop', u'advmod', u'case', u'det', u'advmod', u'cc', u'conj']","[u'PRP', u'VBZ', u'RB', u'IN', u'DT', u'RBR', u'CC', u'VBP']","[u'it', u'is', u'just', u'over', u'a', u'later', u'and', u'have']",0,[u'acl:relcl'],[u'RB'],[u'here'],screws would just randomly go missing and here it is just over a year later and i already have to replace it
207,screen,"[u'case', u'det']","[u'IN', u'DT']","[u'of', u'the']",0,[u'nmod'],[u'NN'],[u'back'],following discussions on the acer forum and from experience with of these in a school where i work i determined the problem to be the ribbon cable that plugs into the back of the screen
208,battery,[u'det'],[u'DT'],[u'the'],0,"[u'nsubj', u'compound']","[u'VB', u'NN']","[u'last', u'icon']",if that keeps up the battery will last over hours just surfing the internet contributing to forums and writing reviews in fact hovering over the battery icon after hours of use it says hrs mins remaining
209,screen,[],[],[],0,[u'compound'],[u'NN'],[u'daily'],he hooks it up to the big screen tv daily he uses it
210,,[],[],[],0,[],[],[],it feels solid in hands and relatively lightweight
211,number,"[u'nmod:poss', u'compound']","[u'PRP$', u'NN']","[u'their', u'support']",0,[u'dobj'],[u'VB'],[u'call'],i will probably call their support number and see if im missing something
212,resolution,"[u'case', u'det', u'cc', u'conj']","[u'IN', u'DT', u'CC', u'NN']","[u'with', u'a', u'less', u'period']",0,[u'nmod'],[u'VB'],[u'im'],im not buying anything with a resolution less than p period
213,life,"[u'advmod', u'advmod', u'advmod', u'dep', u'case']","[u'RB', u'PDT', u'DT', u'VBD', u'TO']","[u'about', u'half', u'an', u'came', u'to']",0,[u'nmod'],[u'VBD'],[u'came'],about half an hour later the laptop came back to life
214,computer,[u'det'],[u'DT'],[u'the'],0,[u'nsubj'],[u'VBD'],[u'recommended'],the last option was to try to reset windows something that the computer itself recommended to get it back to factory settings
215,,[],[],[],1,[],[],[],it would be more appropriate to have windows pro on this box
