Cluster,Probability,Label,Sentence
17,0.999999494,0,they agreed to fix the computer but i would be without the computer for about weeks including ship time there and back and actual repair time
23,0.736134144,0,i hope that this laptop can last a couple of years
28,0.999999996,0,well according to wikipedia in computing a trim command allows an operating system to inform a solid state drive ssd which blocks of data are no longer considered in use and can be wiped internally
16,0.881625526,0,avg uses much less cpu when sitting idle
15,0.859706794,0,i am a mac person for the last years
15,0.992196134,0,im hoping this will last me years like my macbook did
16,0.998213734,0,with the lower portion of the ports sitting outside of the case
15,0.999933574,0,this is the second chromebook for my house and not the last my next computer will be another chromebook or a chromebox
9,0.999999977,0,a few things to note there is no optical drive youll need to use an external drive or download your software from the net
30,0.844797627,0,until last night id have given this computer stars
32,0.929318104,0,now less than years later the cover is coming apart
23,0.943396465,0,with gaming and designing i could barely last hours
17,0.981846134,0,a few days later i called asus sustomer support and filed a rma form
39,0.898616693,0,i had to buy an external drive though later on i had thought i would not need it but i do for the work i doing with it
28,0.996517284,0,in the last years ive gone through solid state drives
17,0.373137864,0,updated with this model a few years later and what
25,0.858812675,0,my problem is that the warranty shows starting in june and expiring in less than months
9,0.957139907,0,i installed it in less than a minute and required no dismantling of the laptop
17,0.999995627,0,probably rolling back the driver to the previous update or waiting for a fix by asus is the solution
31,0.999999711,0,also i found this machine on sale today at dell and frys for less than while at couple of online stores i note the price at over
5,0.999994121,0,i tried to back it up to a proper gb flash drive and the screen immediately started flashing on and off
23,0.964623692,0,theres a function in windows settings that lets you see what appsprocesses are draining the battery over the last hours
